,X,TIME,DATE,TIME_min,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
155,12479,19:15,1/8/15,1155,QUEENS,11355,40.7602328,-73.8118652,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
156,12480,19:15,1/8/15,1155,QUEENS,11104,40.7432641,-73.9196285,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
133,12457,19:20,1/8/15,1160,STATEN ISLAND,10307,40.5109108,-74.2417655,1,0,0,0,0,0,1,0,Unspecified,BUS,0,0,0,-60,-132,64,310
153,12477,19:20,1/8/15,1160,MANHATTAN,10016,40.7470979,-73.9834455,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
42,12366,19:28,1/8/15,1168,MANHATTAN,10029,40.7942809,-73.949012,0,0,0,0,0,0,0,0,Turning Improperly,BUS,0,0,0,-60,-132,64,310
43,12367,19:29,1/8/15,1169,BROOKLYN,11207,40.6569792,-73.8894182,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
150,12474,19:30,1/8/15,1170,QUEENS,11102,40.7733883,-73.9289901,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
151,12475,19:30,1/8/15,1170,MANHATTAN,10128,40.7814295,-73.9541782,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
152,12476,19:30,1/8/15,1170,MANHATTAN,10029,40.7896243,-73.9400667,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
496,12820,19:30,1/8/15,1170,BROOKLYN,11214,40.5957763,-73.9882217,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
149,12473,19:33,1/8/15,1173,BRONX,10452,40.8383342,-73.9169189,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
148,12472,19:35,1/8/15,1175,NA,NA,40.7408987,-73.8210669,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
146,12470,19:42,1/8/15,1182,BROOKLYN,11219,40.6300154,-73.9958966,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
147,12471,19:42,1/8/15,1182,BRONX,10456,40.8359914,-73.9148185,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
145,12469,19:55,1/8/15,1195,QUEENS,11364,40.7525558,-73.7709609,0,0,0,0,0,0,0,0,Lost Consciousness,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
106,12430,20:00,1/8/15,1200,NA,NA,40.6276429,-73.8902159,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
109,12433,20:00,1/8/15,1200,BRONX,10469,40.8761821,-73.8544484,1,0,0,0,0,0,1,0,Unspecified,VAN,0,0,0,-60,-132,64,310
139,12463,20:00,1/8/15,1200,BROOKLYN,11234,40.6121211,-73.9190085,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
140,12464,20:00,1/8/15,1200,BRONX,10461,40.8429926,-73.8262398,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
101,12425,20:05,1/8/15,1205,QUEENS,11103,40.7589746,-73.9189996,0,0,0,0,0,0,0,0,Prescription Medication,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
134,12458,20:12,1/8/15,1212,BROOKLYN,11214,40.6076564,-73.9986675,0,0,0,0,0,0,0,0,Physical Disability,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
90,12414,20:30,1/8/15,1230,MANHATTAN,10001,40.7504525,-73.9872921,0,0,0,0,0,0,0,0,Backing Unsafely,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
89,12413,20:33,1/8/15,1233,BROOKLYN,11224,40.5772663,-73.9764247,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
88,12412,20:46,1/8/15,1246,MANHATTAN,10010,40.742089,-73.9849769,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
86,12410,20:50,1/8/15,1250,MANHATTAN,10065,40.762106,-73.9601368,0,0,0,0,0,0,0,0,Turning Improperly,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
87,12411,20:50,1/8/15,1250,MANHATTAN,10003,40.7319639,-73.9881543,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
21,12345,21:00,1/8/15,1260,NA,NA,40.6166956,-73.910261,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
75,12399,21:00,1/8/15,1260,QUEENS,11411,40.6934961,-73.7349007,1,0,0,0,0,0,1,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
83,12407,21:00,1/8/15,1260,MANHATTAN,10027,40.8127256,-73.9493013,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
84,12408,21:00,1/8/15,1260,NA,NA,40.7092662,-73.8700486,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
85,12409,21:00,1/8/15,1260,BRONX,10460,40.83928,-73.8865998,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
74,12398,21:08,1/8/15,1268,QUEENS,11101,40.7473346,-73.9550497,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
65,12389,21:09,1/8/15,1269,STATEN ISLAND,10306,40.5639098,-74.1093624,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
64,12388,21:10,1/8/15,1270,MANHATTAN,10021,40.7704232,-73.9622113,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
61,12385,21:15,1/8/15,1275,STATEN ISLAND,10304,40.5910225,-74.1009095,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
62,12386,21:15,1/8/15,1275,MANHATTAN,10021,40.7723324,-73.9587154,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
63,12387,21:15,1/8/15,1275,BROOKLYN,11249,40.7062826,-73.9670195,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
60,12384,21:19,1/8/15,1279,BROOKLYN,11228,40.6097062,-74.0112801,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
59,12383,21:20,1/8/15,1280,MANHATTAN,10025,40.7978156,-73.9713371,1,0,0,0,0,0,1,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
56,12380,21:30,1/8/15,1290,QUEENS,11434,40.6709745,-73.7860212,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
57,12381,21:30,1/8/15,1290,MANHATTAN,10025,40.7985626,-73.963362,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
58,12382,21:30,1/8/15,1290,MANHATTAN,10001,40.7570213,-74.004927,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
55,12379,21:40,1/8/15,1300,QUEENS,11378,40.7259197,-73.8953397,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
54,12378,21:41,1/8/15,1301,MANHATTAN,10016,40.748302,-73.9783384,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,TAXI,0,0,0,-60,-132,64,310
53,12377,21:42,1/8/15,1302,QUEENS,11411,40.6962166,-73.7435918,2,0,0,0,0,0,2,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
135,12459,21:47,1/8/15,1307,BROOKLYN,11229,40.6055989,-73.9595748,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
51,12375,21:50,1/8/15,1310,QUEENS,11354,40.7675006,-73.8330144,0,0,0,0,0,0,0,0,Fatigued/Drowsy,VAN,0,0,0,-60,-132,64,310
52,12376,21:50,1/8/15,1310,MANHATTAN,10036,40.7573389,-73.986013,0,0,0,0,0,0,0,0,Backing Unsafely,OTHER,0,0,0,-60,-132,64,310
44,12368,21:56,1/8/15,1316,BROOKLYN,11220,40.6420578,-74.02042,0,0,0,0,0,0,0,0,Prescription Medication,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
50,12374,22:00,1/8/15,1320,BRONX,10453,40.8486082,-73.9139674,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
472,12796,22:00,1/8/15,1320,QUEENS,11375,40.7214535,-73.8439779,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
473,12797,22:00,1/8/15,1320,MANHATTAN,10037,40.8142869,-73.9372447,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
474,12798,22:00,1/8/15,1320,MANHATTAN,10003,40.7377967,-73.9901235,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
475,12799,22:00,1/8/15,1320,BROOKLYN,11201,40.6899325,-73.9814728,0,0,0,0,0,0,0,0,Outside Car Distraction,OTHER,0,0,0,-60,-132,64,310
471,12795,22:17,1/8/15,1337,MANHATTAN,10011,40.7381292,-74.0020316,1,0,0,0,1,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
454,12778,22:20,1/8/15,1340,QUEENS,11377,40.744756,-73.9105432,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
469,12793,22:20,1/8/15,1340,BRONX,10455,40.8117763,-73.9095969,2,0,0,0,0,0,2,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
470,12794,22:20,1/8/15,1340,BROOKLYN,11216,40.6817737,-73.9435997,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,TAXI,0,0,0,-60,-132,64,310
464,12788,22:30,1/8/15,1350,BROOKLYN,11226,40.643065,-73.9516499,2,0,0,0,0,0,2,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
465,12789,22:30,1/8/15,1350,STATEN ISLAND,10309,40.5209937,-74.2164158,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
466,12790,22:30,1/8/15,1350,QUEENS,11370,40.7707127,-73.8909659,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,UNKNOWN,0,0,0,-60,-132,64,310
467,12791,22:30,1/8/15,1350,QUEENS,11367,40.7300177,-73.8234675,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
468,12792,22:30,1/8/15,1350,MANHATTAN,10022,40.7554534,-73.9621007,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
462,12786,22:35,1/8/15,1355,QUEENS,11691,40.6072019,-73.7544356,0,0,0,0,0,0,0,0,Outside Car Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
463,12787,22:35,1/8/15,1355,BROOKLYN,11223,40.6076288,-73.9638917,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
461,12785,22:40,1/8/15,1360,QUEENS,11369,40.7696944,-73.8697827,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
460,12784,22:43,1/8/15,1363,BRONX,10451,40.8120366,-73.9285407,0,0,0,0,0,0,0,0,Backing Unsafely,VAN,0,0,0,-60,-132,64,310
459,12783,22:50,1/8/15,1370,QUEENS,11385,40.7017462,-73.8808325,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
136,12460,23:00,1/8/15,1380,BROOKLYN,11235,40.5836992,-73.9425845,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
452,12776,23:30,1/8/15,1410,QUEENS,11434,40.6666971,-73.7671284,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
451,12775,23:45,1/8/15,1425,MANHATTAN,10011,40.7428393,-74.0002743,0,0,0,0,0,0,0,0,Oversized Vehicle,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
450,12774,23:50,1/8/15,1430,MANHATTAN,10128,40.780065,-73.9470478,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
